Age,Gender,City,Education_Level,Income_sum,Joining Designation,Grade,Total Business Value,Quarterly Rating_last,employee_cost_per_day,Quarterly_rating_change,Income_change,Joining_month,is_churn
-0.9466824253279746,-0.834187596328875,0.11219549751306193,1.2160489701121073,-0.569150663865767,-0.9750217687949926,-1.1649528200074073,-0.3146410279755519,0.706496919761586,-0.06522830293608953,0.06253714509125921,-0.13561632590829797,1.4773629483378277,1
-0.44518787147765415,-0.834187596328875,1.445458780346367,1.2160489701121073,-0.6303497280218593,0.21367604559357736,-0.10261935986277441,-0.5026457062540955,-0.528575889307677,0.27511552361439107,0.06253714509125921,-0.13561632590829797,1.1591431925939912,0
1.5607903439236277,-0.834187596328875,-1.221067785320243,1.2160489701121073,-0.3189967404745523,0.21367604559357736,-0.10261935986277441,-0.46429037604653295,-0.528575889307677,0.22517255626377383,0.06253714509125921,-0.13561632590829797,1.4773629483378277,1
-0.7795175740445345,-0.834187596328875,1.6878702863160586,-1.2345753192124187,-0.6222088994294572,-0.9750217687949926,-1.1649528200074073,-0.4894558561290035,-0.528575889307677,-0.45469861945162576,0.06253714509125921,-0.13561632590829797,-2.0230543648443726,1
-0.44518787147765415,1.198771121029417,-1.4634792912899348,-0.00926317455015573,-0.2136651402426143,1.4023738599821474,0.9597141002818584,-0.36401858421819067,0.706496919761586,0.6890801616967904,1.1337669469782246,-0.13561632590829797,-0.11373583038135437,0
0.05630668237266634,-0.834187596328875,-0.3726275144263217,-1.2345753192124187,-0.5052583208496487,1.4023738599821474,0.9597141002818584,-0.5026457062540955,-0.528575889307677,0.40376903165367767,0.06253714509125921,-0.13561632590829797,0.5227036811063185,1
-0.9466824253279746,1.198771121029417,-0.4938332674111676,1.2160489701121073,-0.7777898925522337,-0.9750217687949926,-1.1649528200074073,-0.5026457062540955,-0.528575889307677,-0.6030112063588623,0.06253714509125921,-0.13561632590829797,1.4773629483378277,0
0.2234715336561065,-0.834187596328875,0.11219549751306193,1.2160489701121073,-0.5747121723580133,-0.9750217687949926,-1.1649528200074073,-0.2169335639382295,-0.528575889307677,-1.0998217900697909,-3.1511522605696367,-0.13561632590829797,-0.4319555861251908,1
-0.44518787147765415,-0.834187596328875,-0.4938332674111676,1.2160489701121073,3.5559317360137688,-0.9750217687949926,2.0220475604264916,0.6165672126688914,-0.528575889307677,2.1205240726233168,0.06253714509125921,-0.13561632590829797,-0.7501753418690272,1
0.8921309387898672,1.198771121029417,0.47581275646759963,-1.2345753192124187,-0.7504558407129971,1.4023738599821474,0.9597141002818584,-0.5026457062540955,-0.528575889307677,-1.3960864414023277,0.06253714509125921,-0.13561632590829797,0.8409234368501549,0
-0.6123527227610943,1.198771121029417,0.11219549751306193,-1.2345753192124187,-0.6754613464008132,0.21367604559357736,-0.10261935986277441,-0.4646410533512878,-0.528575889307677,-0.22159962767484834,0.06253714509125921,-0.13561632590829797,1.1591431925939912,1
1.5607903439236277,-0.834187596328875,-0.25142176144147577,1.2160489701121073,-0.2713619788488996,-0.9750217687949926,-1.1649528200074073,-0.3911259398757412,-0.528575889307677,-0.28747980944754176,-1.008692656795706,-0.13561632590829797,-1.3866148533567,1
-1.1138472766114147,1.198771121029417,-0.7362447733808594,-0.00926317455015573,-0.5916310355663159,-0.9750217687949926,-1.1649528200074073,-0.5026457062540955,-0.528575889307677,-0.9755793806330219,0.06253714509125921,-0.13561632590829797,-2.0230543648443726,1
-1.281012127894855,1.198771121029417,-0.4938332674111676,-1.2345753192124187,-0.4569719077238945,1.4023738599821474,0.9597141002818584,-0.5026457062540955,-0.528575889307677,-0.6676931810592371,0.06253714509125921,-0.13561632590829797,0.8409234368501549,1
0.05630668237266634,1.198771121029417,0.8394300154221374,-0.00926317455015573,-0.33415646564317175,-0.9750217687949926,-1.1649528200074073,0.2603568775649478,-0.528575889307677,-1.2893081651346596,-3.1511522605696367,-0.13561632590829797,-0.7501753418690272,1
1.2264606413567474,-0.834187596328875,-1.5846850442747809,1.2160489701121073,-0.043619409881129535,-0.9750217687949926,-1.1649528200074073,0.323581803879094,-0.528575889307677,-0.9899684691032526,-1.008692656795706,-0.13561632590829797,-0.7501753418690272,1
